Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
16:00:00,1.474158E-01,6.773905E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,8.986409E+02,2.970143E-01,4.169680E+03,7.326397E+03,2.866974E-01,8.475437E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,6.812280E+02,3.075910E-01,4.171367E+03,6.588521E+03,1.781892E-01,5.182734E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.041132E+02,2.069235E-01,2.774274E+03,4.236060E+03,2.723082E-01,8.200692E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,6.812280E+02,2.842396E-01,3.885135E+03,6.286461E+03,1.779699E-01,5.178547E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.041132E+02,3.261238E-01,4.235338E+03,5.747006E+03
16:10:00,1.474149E-01,6.773888E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.122191E+02,2.970930E-01,4.157091E+03,7.313602E+03,2.866968E-01,8.475424E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,6.915212E+02,3.068760E-01,4.152332E+03,6.568864E+03,1.781888E-01,5.182726E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.102193E+02,2.061899E-01,2.759191E+03,4.220400E+03,2.723075E-01,8.200679E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,6.915212E+02,2.842619E-01,3.875136E+03,6.276231E+03,1.779695E-01,5.178539E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.102193E+02,3.313773E-01,4.293655E+03,5.807554E+03
16:20:00,1.474140E-01,6.773870E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.257974E+02,2.971650E-01,4.144419E+03,7.300714E+03,2.866961E-01,8.475412E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.018144E+02,3.062071E-01,4.133862E+03,6.549822E+03,1.781884E-01,5.182718E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.163253E+02,2.053496E-01,2.742801E+03,4.203359E+03,2.723069E-01,8.200667E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.018144E+02,2.841199E-01,3.863123E+03,6.263818E+03,1.779691E-01,5.178531E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.163253E+02,3.359649E-01,4.343810E+03,5.859702E+03
16:30:00,1.474131E-01,6.773853E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.393757E+02,2.972261E-01,4.131612E+03,7.287675E+03,2.866955E-01,8.475401E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.121076E+02,3.055807E-01,4.115911E+03,6.531454E+03,1.781880E-01,5.182711E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.224314E+02,2.044428E-01,2.725595E+03,4.185540E+03,2.723063E-01,8.200656E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.121076E+02,2.838755E-01,3.849855E+03,6.250177E+03,1.779687E-01,5.178524E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.224314E+02,3.398504E-01,4.385358E+03,5.902884E+03
16:40:00,1.474123E-01,6.773837E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.529540E+02,2.972737E-01,4.118642E+03,7.274451E+03,2.866949E-01,8.475389E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.224008E+02,3.049654E-01,4.098097E+03,6.513184E+03,1.781876E-01,5.182703E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.285375E+02,2.034783E-01,2.707681E+03,4.166962E+03,2.723057E-01,8.200644E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.224008E+02,2.835486E-01,3.835575E+03,6.235446E+03,1.779683E-01,5.178517E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.285375E+02,3.430075E-01,4.417978E+03,5.936952E+03
16:50:00,1.474114E-01,6.773821E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.665323E+02,2.973302E-01,4.105765E+03,7.261371E+03,2.866943E-01,8.475378E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.326940E+02,3.043410E-01,4.080158E+03,6.494700E+03,1.781872E-01,5.182696E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.346435E+02,2.024662E-01,2.689175E+03,4.147719E+03,2.723051E-01,8.200633E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.326940E+02,2.831638E-01,3.820573E+03,6.219898E+03,1.779680E-01,5.178510E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.346435E+02,3.454204E-01,4.441460E+03,5.961768E+03
17:00:00,1.474106E-01,6.773805E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.801105E+02,2.973819E-01,4.092820E+03,7.248205E+03,2.866938E-01,8.475367E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.429872E+02,3.036467E-01,4.061354E+03,6.475196E+03,1.781869E-01,5.182689E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.407496E+02,2.013936E-01,2.669922E+03,4.127629E+03,2.723045E-01,8.200622E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.429872E+02,2.827087E-01,3.804701E+03,6.203338E+03,1.779676E-01,5.178503E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.407496E+02,3.468680E-01,4.453101E+03,5.974576E+03
17:10:00,1.474098E-01,6.773790E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,9.970834E+02,2.974695E-01,4.076930E+03,7.232059E+03,2.866932E-01,8.475357E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.558538E+02,3.028290E-01,4.038474E+03,6.451474E+03,1.781865E-01,5.182683E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.483822E+02,2.002546E-01,2.648334E+03,4.105193E+03,2.723040E-01,8.200612E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.558538E+02,2.824937E-01,3.789208E+03,6.187392E+03,1.779673E-01,5.178496E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.483822E+02,3.472913E-01,4.450671E+03,5.973354E+03
17:20:00,1.474090E-01,6.773775E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.014056E+03,2.976673E-01,4.062396E+03,7.217433E+03,2.866927E-01,8.475347E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.687203E+02,3.019787E-01,4.015198E+03,6.427396E+03,1.781862E-01,5.182676E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.560148E+02,1.991271E-01,2.626889E+03,4.082865E+03,2.723034E-01,8.200601E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.687203E+02,2.828795E-01,3.781082E+03,6.179245E+03,1.779669E-01,5.178489E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.560148E+02,3.465705E-01,4.434220E+03,5.957744E+03
17:30:00,1.474083E-01,6.773761E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.031029E+03,2.980129E-01,4.049673E+03,7.204805E+03,2.866922E-01,8.475337E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.815868E+02,3.009694E-01,3.989973E+03,6.401277E+03,1.781859E-01,5.182670E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.636473E+02,1.979704E-01,2.605088E+03,4.060187E+03,2.723029E-01,8.200591E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.815868E+02,2.839161E-01,3.780933E+03,6.179412E+03,1.779666E-01,5.178483E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.636473E+02,3.447611E-01,4.404426E+03,5.928310E+03
17:40:00,1.474075E-01,6.773747E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.048002E+03,2.985220E-01,4.038953E+03,7.194396E+03,2.866917E-01,8.475327E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.944533E+02,2.997456E-01,3.962118E+03,6.372339E+03,1.781855E-01,5.182664E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.712799E+02,1.967770E-01,2.582836E+03,4.037017E+03,2.723024E-01,8.200582E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,7.944533E+02,2.856253E-01,3.789030E+03,6.188289E+03,1.779663E-01,5.178477E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.712799E+02,3.418296E-01,4.360877E+03,5.884585E+03
17:50:00,1.474068E-01,6.773733E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.064975E+03,2.991846E-01,4.030116E+03,7.186108E+03,2.866912E-01,8.475317E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.073198E+02,2.982822E-01,3.931326E+03,6.340239E+03,1.781852E-01,5.182658E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.789125E+02,1.955494E-01,2.560163E+03,4.013380E+03,2.723019E-01,8.200572E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.073198E+02,2.879691E-01,3.804904E+03,6.205598E+03,1.779659E-01,5.178471E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.789125E+02,3.376985E-01,4.302623E+03,5.825626E+03
18:00:00,1.474061E-01,6.773719E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.081948E+03,2.999530E-01,4.022576E+03,7.179318E+03,2.866907E-01,8.475308E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.201863E+02,2.965646E-01,3.897420E+03,6.304774E+03,1.781849E-01,5.182652E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.865451E+02,1.942896E-01,2.537097E+03,3.989304E+03,2.723014E-01,8.200563E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.201863E+02,2.906214E-01,3.824561E+03,6.227245E+03,1.779656E-01,5.178465E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.865451E+02,3.324601E-01,4.230795E+03,5.752816E+03
18:10:00,1.675955E-01,7.159228E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.107407E+03,3.007320E-01,4.006668E+03,7.163994E+03,2.979723E-01,8.690718E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.394861E+02,2.945627E-01,3.853584E+03,6.258958E+03,1.857059E-01,5.326258E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.979940E+02,1.929844E-01,2.509651E+03,3.960717E+03,2.835830E-01,8.415973E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.394861E+02,2.929877E-01,3.834269E+03,6.238877E+03,1.854867E-01,5.322072E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,4.979940E+02,3.259745E-01,4.139851E+03,5.660534E+03
18:20:00,1.877846E-01,7.544757E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.132866E+03,3.013893E-01,3.989267E+03,7.147020E+03,3.092537E-01,8.906135E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.587859E+02,2.922476E-01,3.805906E+03,6.209054E+03,1.932267E-01,5.469868E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.094428E+02,1.916156E-01,2.481424E+03,3.931333E+03,2.948643E-01,8.631387E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.587859E+02,2.945540E-01,3.834169E+03,6.240280E+03,1.930074E-01,5.465681E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.094428E+02,3.180260E-01,4.030971E+03,5.549943E+03
18:30:00,2.079755E-01,7.930354E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.158325E+03,3.018223E-01,3.969115E+03,7.126957E+03,3.205324E-01,9.121557E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.780857E+02,2.895990E-01,3.754140E+03,6.154780E+03,2.007452E-01,5.613475E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.208917E+02,1.901669E-01,2.452217E+03,3.900928E+03,3.061432E-01,8.846808E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.780857E+02,2.948668E-01,3.818705E+03,6.225338E+03,2.005260E-01,5.609289E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.208917E+02,3.084565E-01,3.902221E+03,5.418910E+03
18:40:00,2.281692E-01,8.316039E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.183785E+03,3.019438E-01,3.945144E+03,7.102579E+03,3.318113E-01,9.337028E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.973854E+02,2.865538E-01,3.697513E+03,6.095269E+03,2.082637E-01,5.757114E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.323406E+02,1.885919E-01,2.421462E+03,3.868876E+03,3.174223E-01,9.062276E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,8.973854E+02,2.933984E-01,3.781407E+03,6.186955E+03,2.080444E-01,5.752927E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.323406E+02,2.968224E-01,3.748163E+03,5.261695E+03
18:50:00,2.483658E-01,8.701820E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.209244E+03,3.016894E-01,3.916568E+03,7.072996E+03,3.430918E-01,9.552568E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.166852E+02,2.831336E-01,3.636289E+03,6.030821E+03,2.157831E-01,5.900798E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.437895E+02,1.868789E-01,2.389015E+03,3.835032E+03,3.287030E-01,9.277812E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.166852E+02,2.899130E-01,3.719386E+03,6.122004E+03,2.155639E-01,5.896611E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.437895E+02,2.831474E-01,3.569089E+03,5.078601E+03
19:00:00,2.685655E-01,9.087700E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.234703E+03,3.010254E-01,3.882970E+03,7.037744E+03,3.543746E-01,9.768182E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.359850E+02,2.793928E-01,3.571135E+03,5.962052E+03,2.233041E-01,6.044532E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.552383E+02,1.850226E-01,2.354811E+03,3.799282E+03,3.399861E-01,9.493420E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.359850E+02,2.846572E-01,3.635664E+03,6.033659E+03,2.230849E-01,6.040345E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.552383E+02,2.678577E-01,3.370222E+03,4.874238E+03
19:10:00,2.685781E-01,9.088084E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.253373E+03,3.000065E-01,3.851811E+03,7.004604E+03,3.543778E-01,9.768421E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.501382E+02,2.755679E-01,3.510097E+03,5.897360E+03,2.233055E-01,6.044683E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.636342E+02,1.831207E-01,2.323103E+03,3.766043E+03,3.399895E-01,9.493653E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.501382E+02,2.784758E-01,3.545742E+03,5.938127E+03,2.230862E-01,6.040496E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.636342E+02,2.523732E-01,3.172018E+03,4.668758E+03
19:20:00,2.685938E-01,9.088485E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.272043E+03,2.987150E-01,3.817311E+03,6.967696E+03,3.543837E-01,9.768704E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.642913E+02,2.718182E-01,3.449980E+03,5.833417E+03,2.233088E-01,6.044863E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.720300E+02,1.812319E-01,2.291555E+03,3.732860E+03,3.399956E-01,9.493930E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.642913E+02,2.720055E-01,3.452279E+03,5.837759E+03,2.230895E-01,6.040676E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.720300E+02,2.377454E-01,2.984315E+03,4.471303E+03
19:30:00,2.686103E-01,9.088872E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.290714E+03,2.972811E-01,3.781056E+03,6.928606E+03,3.543944E-01,9.769022E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.784445E+02,2.682893E-01,3.392563E+03,5.771806E+03,2.233157E-01,6.045072E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.804259E+02,1.794132E-01,2.260860E+03,3.700275E+03,3.400063E-01,9.494242E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.784445E+02,2.657498E-01,3.361438E+03,5.738642E+03,2.230964E-01,6.040885E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.804259E+02,2.246067E-01,2.814859E+03,4.289534E+03
19:40:00,2.686265E-01,9.089233E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.309384E+03,2.958062E-01,3.744294E+03,6.889105E+03,3.544070E-01,9.769333E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.925977E+02,2.651320E-01,3.339697E+03,5.715545E+03,2.233241E-01,6.045279E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.888217E+02,1.777311E-01,2.231837E+03,3.669669E+03,3.400188E-01,9.494549E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,9.925977E+02,2.602801E-01,3.280227E+03,5.650462E+03,2.231049E-01,6.041092E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.888217E+02,2.137810E-01,2.673751E+03,4.138144E+03
19:50:00,2.686418E-01,9.089563E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.328054E+03,2.944039E-01,3.708422E+03,6.850591E+03,3.544197E-01,9.769619E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.006751E+03,2.624089E-01,3.292152E+03,5.665071E+03,2.233327E-01,6.045470E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.972176E+02,1.762192E-01,2.204901E+03,3.641279E+03,3.400314E-01,9.494832E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.006751E+03,2.559377E-01,3.212834E+03,5.577645E+03,2.231134E-01,6.041283E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,5.972176E+02,2.056177E-01,2.565279E+03,4.021723E+03
20:00:00,2.686559E-01,9.089861E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.346724E+03,2.931890E-01,3.674837E+03,6.814468E+03,3.544317E-01,9.769873E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.020904E+03,2.601514E-01,3.250307E+03,5.620457E+03,2.233407E-01,6.045639E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.056134E+02,1.749109E-01,2.180455E+03,3.615356E+03,3.400433E-01,9.495085E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.020904E+03,2.528683E-01,3.161037E+03,5.522022E+03,2.231214E-01,6.041452E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.056134E+02,2.000479E-01,2.488593E+03,3.939455E+03
20:10:00,2.686687E-01,9.090125E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.362000E+03,2.921760E-01,3.647109E+03,6.785115E+03,3.544425E-01,9.770096E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.032484E+03,2.582364E-01,3.215225E+03,5.583780E+03,2.233480E-01,6.045788E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.124827E+02,1.737549E-01,2.159395E+03,3.593392E+03,3.400541E-01,9.495307E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.032484E+03,2.505743E-01,3.121309E+03,5.480656E+03,2.231287E-01,6.041601E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.124827E+02,1.960608E-01,2.432826E+03,3.881211E+03
20:20:00,2.686802E-01,9.090360E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.377275E+03,2.913618E-01,3.621816E+03,6.758525E+03,3.544521E-01,9.770289E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.044064E+03,2.565804E-01,3.183317E+03,5.550386E+03,2.233544E-01,6.045917E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.193520E+02,1.727175E-01,2.139789E+03,3.572900E+03,3.400637E-01,9.495501E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.044064E+03,2.487151E-01,3.086912E+03,5.444867E+03,2.231352E-01,6.041729E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.193520E+02,1.929844E-01,2.388223E+03,3.834614E+03
20:30:00,2.686906E-01,9.090568E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.392551E+03,2.906968E-01,3.598362E+03,6.734047E+03,3.544606E-01,9.770457E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.055644E+03,2.551169E-01,3.153776E+03,5.519519E+03,2.233601E-01,6.046029E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.262214E+02,1.717691E-01,2.121280E+03,3.553568E+03,3.400722E-01,9.495669E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.055644E+03,2.471562E-01,3.056201E+03,5.412999E+03,2.231408E-01,6.041841E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.262214E+02,1.905356E-01,2.351318E+03,3.796162E+03
20:40:00,2.686998E-01,9.090751E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.407826E+03,2.901620E-01,3.576508E+03,6.711402E+03,3.544680E-01,9.770603E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.067223E+03,2.538144E-01,3.126212E+03,5.490768E+03,2.233651E-01,6.046126E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.330907E+02,1.708984E-01,2.103724E+03,3.535252E+03,3.400797E-01,9.495816E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.067223E+03,2.458376E-01,3.028440E+03,5.384257E+03,2.231458E-01,6.041938E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.330907E+02,1.885598E-01,2.320214E+03,3.763834E+03
20:50:00,2.687079E-01,9.090913E+03,9.471466E-02,0.000000E+00,0.000000E+00,9.471466E-02,1.423102E+03,2.897250E-01,3.555853E+03,6.690110E+03,3.544746E-01,9.770730E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.078803E+03,2.526372E-01,3.100184E+03,5.463651E+03,2.233694E-01,6.046210E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.399600E+02,1.700888E-01,2.086920E+03,3.517734E+03,3.400863E-01,9.495945E+03,7.179985E-02,0.000000E+00,0.000000E+00,7.179985E-02,1.078803E+03,2.447043E-01,3.002951E+03,5.357909E+03,2.231502E-01,6.042023E+03,4.259259E-02,0.000000E+00,0.000000E+00,4.259259E-02,6.399600E+02,1.869395E-01,2.293469E+03,3.736094E+03
