timestamp,total_power_kw,temp_ATTIC,hum_ATTIC,temp_CORE_ZN,hum_CORE_ZN,temp_PERIMETER_ZN_1,hum_PERIMETER_ZN_1,temp_PERIMETER_ZN_2,hum_PERIMETER_ZN_2,temp_PERIMETER_ZN_3,hum_PERIMETER_ZN_3,temp_PERIMETER_ZN_4,hum_PERIMETER_ZN_4
2026-01-21T01:00:00,3744.9571807814336,-22.474585776673546,100.0,20.649557805941406,4.976895585046198,20.347992404859326,4.09264473888799,20.420261167515772,4.07548622919133,20.375468278966235,4.08470743406376,20.419603946831945,4.075618365733599
2026-01-21T02:00:00,3456.5657446259556,-22.474754939212655,100.0,20.313031989958116,5.033122632281342,19.887482620880508,4.219581603351952,19.894030204625043,4.220035430519043,19.928822520516686,4.207194061688333,19.894368428169365,4.2198948689592095
2026-01-21T03:00:00,3744.9571807814336,-22.475149912804408,100.0,20.64790774252104,4.889463383455286,20.343471952618536,4.093918681594461,20.417786504533805,4.076237311504215,20.37105309617784,4.085943605153823,20.417124791965094,4.076370351446534
2026-01-21T04:00:00,3456.5657446259556,-22.475707792902412,100.0,20.310257298139998,4.971684924015402,19.88268187511061,4.221003913096937,19.890044389695802,4.22125935441432,19.92412963702626,4.208573715609049,19.890381837278387,4.221118674842619
2026-01-21T05:00:00,3744.9571807814336,-22.476376800043614,100.0,20.64667555268606,4.847629180746726,20.34017802944561,4.094848085050798,20.41598518365026,4.0767845617749705,20.367832061641884,4.086846483978263,20.415320179961967,4.076918273443045
2026-01-21T06:00:00,3456.5657446259556,-22.477106064764538,100.0,20.308431445470784,5.006495433029852,19.87914942913111,4.2220513067465175,19.8871176295242,4.222158687416203,19.92067201633432,4.209591096939047,19.887454437697915,4.22201798952845
2026-01-21T07:00:00,4033.3486169369135,-22.477878428570254,100.0,20.987538199862204,5.026662414169471,20.97446063736444,3.9242942067244075,20.954341453912896,3.929225033260064,20.976473839248822,3.923802145915548,20.95286634340272,3.929587352120919
2026-01-21T08:00:00,2114.1819502702465,-22.478641445232785,100.0,21.000111268250382,5.037365173527102,20.999999891647217,3.9180930992129,20.999997152370543,3.9180937116966454,20.999999921025793,3.9180930992129,20.999996562747665,3.9180938648176507
2026-01-21T09:00:00,1730.3486169369128,-22.479382242452402,100.0,21.00013489015608,5.043949891696367,20.99999999999783,3.91809306093268,20.999999999447436,3.9180930992128986,20.999999999998703,3.91809306093268,20.999999999238668,3.9180930992129
2026-01-21T10:00:00,1730.3486169369128,-22.480064963479887,100.0,21.00016256424485,5.251317558859362,21.0,3.9180928695315784,20.99999999999989,3.9180930226524584,21.0,3.918092984372239,20.99999999999983,3.918093022652459
